,production_companies
4075,"             name  id
0  United Artists  60"
4076,"                 name  id
0  Universal Pictures  33"
4077,"                         name    id
0  Kennedy Miller Productions  2537"
4078,"                          name    id
0           Paragon Films Ltd.  3055
1  Golden Harvest Company Ltd.  6379"
4079,"                                       name     id
0                  Fox Searchlight Pictures     43
1  The Independent Film Channel Productions     54
2                                 IFC Films    307
3                              Killer Films   1422
4                  Hart-Sharp Entertainment  11351"
4080,"           name     id
0   Elle Driver   6930
1  Tazora Films  25904"
4081,"                              name    id
0                             Arte   201
1  Wiedemann & Berg Filmproduktion   336
2                      Creado Film   337
3        Bayerischer Rundfunk (BR)  7333"
4082,"                       name     id
0          TriStar Pictures    559
1           Provident Films   3291
2              Affirm Films  10156
3         Sherwood Pictures  41967
4  Alabama Production Group  63902"
4083,"                                     name     id
0  Twentieth Century Fox Film Corporation    306
1                            Rossen Films  22820"
4084,"                        name    id
0  Metro-Goldwyn-Mayer (MGM)  8411"
4085,"                     name    id
0  Sony Pictures Classics    58
1     Production Champion  7488
2               Vivi Film  7489"
4086,"                          name     id
0                Miramax Films     14
1  ShadowCatcher Entertainment  12269"
4087,"Empty DataFrame
Columns: []
Index: []"
4088,"                                name     id
0          Castle Rock Entertainment     97
1             Detour Film Production     98
2  Warner Independent Pictures (WIP)  11509"
4089,"              name     id
0  Altavista Films   5084
1        Zeta Film  11230"
4090,"                       name     id
0  Fox Searchlight Pictures     43
1            Sound for Film   1143
2       Working Title Films  10163
3        Antidote Films (I)  23912"
4091,"                                     name   id
0  Twentieth Century Fox Film Corporation  306"
4092,"                        name     id
0          Anonymous Content  10039
1  Winter's Bone Productions  19778"
4093,"                          name    id
0  Darlow Smithson Productions  2015
1              UK Film Council  2452
2                          PBS  5826
3                        Film4  9349"
4094,"                                     name   id
0  Twentieth Century Fox Film Corporation  306"
4095,"        name   id
0  IFC Films  307"
4096,"                               name    id
0            Sony Pictures Classics    58
1  Sony Pictures Home Entertainment  5388"
4097,"                  name     id
0  Working Title Films  10163"
4098,"                         name     id
0                   Bac Films    208
1      Pandora Filmproduktion    254
2                 Degeto Film    986
3                         ARD   1251
4  JVC Entertainment Networks   4248
5                      Canal+   5358
6         Plywood Productions  59348"
4099,"                    name   id
0  The Weinstein Company  308"
4100,"                       name     id
0               Itaca Films  16322
1                  BN Films  30531
2  Brightside Entertainment  56735
3        1019 Entertainment  56736
4  Yoruba Saxon Productions  65927"
4101,"                name     id
0      Miramax Films     14
1  Populist Pictures  14729
2    Monophonic Inc.  69989"
4102,"Empty DataFrame
Columns: []
Index: []"
4103,"                  name    id
0     Fortissimo Films  1615
1  Process Productions  1616
2         Q Television  1617"
4104,"                       name     id
0           Les Films d'Ici   1848
1  Bridgit Folman Film Gang  17931
2     Razor Film Produktion  17932"
4105,"Empty DataFrame
Columns: []
Index: []"
4106,"Empty DataFrame
Columns: []
Index: []"
4107,"                 name     id
0        Caviar Films   2699
1  Cold Iron Pictures   3916
2         Archer Gray  41640"
4108,"               name     id
0             Film4   9349
1  Passion Pictures  11594
2   Discovery Films  21673"
4109,"                        name    id
0               Film Science  1976
1             Evenstar Films  4620
2  Oscilloscope Laboratories  4748"
4110,"Empty DataFrame
Columns: []
Index: []"
4111,"                                  name    id
0          Access Motion Picture Group  4120
1  Giraldi-Suarez-DiGiaimo Productions  4121"
4112,"Empty DataFrame
Columns: []
Index: []"
4113,"                             name     id
0        Gary Sanchez Productions   4740
1  Principato-Young Entertainment  37845"
4114,"      name  id
0  Gaumont   9"
4115,"                     name     id
0     Tribeca Productions  11391
1    Bob Yari Productions  12260
2  Southpaw Entertainment  30131
3  Jeff Skoll Productions  38771"
4116,"    name    id
0  Teeth  3568"
4117,"        name    id
0  HSX Films  4714"
4118,"Empty DataFrame
Columns: []
Index: []"
4119,"Empty DataFrame
Columns: []
Index: []"
4120,"Empty DataFrame
Columns: []
Index: []"
4121,"          name    id
0  Scala Films  4189"
4122,"                        name     id
0  Centropolis Entertainment    347
1       Mel's Cite du Cinema  54502"
4123,"                                  name     id
0                 Walt Disney Pictures      2
1                       Yash Raj Films   1569
2  Walt Disney Studios Motion Pictures   3036
3                  Disney World Cinema  89347"
4124,"Empty DataFrame
Columns: []
Index: []"
4125,"                 name     id
0  Kaos Entertainment  72408"
4126,"                        name     id
0      Lucky Monkey Pictures  11093
1          Sh-K-Boom Records  15353
2  Grand Peaks Entertainment  15354
3                 Radius-TWC  20671"
4127,"               name     id
0  Strand Releasing   3923
1     The 7th Floor   5708
2     Apropos Films  13829"
4128,"               name    id
0  Ozla Productions  4777"
4129,"                                         name     id
0                           Destination Films    769
1                        Silver Nitrate Films   2262
2  National Film and Television School (NFTS)  17700
3                        LHR Productions Inc.  68096"
4130,"                         name    id
0  Red Envelope Entertainment  4732"
4131,"                  name     id
0          Votiv Films  34455
1  Taggart Productions  51235"
4132,"                        name    id
0  Aramid Entertainment Fund  3272
1        Rollercoaster Films  8575"
4133,"                    name     id
0  Blumhouse Productions   3172
1       IM Global Octane  49982
2               Reliance  52075"
4134,"          name    id
0  AV Pictures  3471"
4135,"         name    id
0  Muti Films  4113"
4136,"Empty DataFrame
Columns: []
Index: []"
4137,"                               name     id
0                         Darclight   6448
1                 Twin Engine Films  12881
2  Digital Interference Productions  52207"
4138,"                       name     id
0  Bórd Scannán na hÉireann   1898
1          Irish Film Board   5267
2           Fantastic Films  18078
3           MPI Media Group  23457
4            Tailored Films  23459
5       Solid Entertainment  23460"
4139,"              name    id
0  Hartbreak Films  5452"
4140,"                    name     id
0  Eyeline Entertainment  60343"
4141,"                                          name     id
0                               United Artists     60
1  Jack Rollins & Charles H. Joffe Productions  13309"
4142,"Empty DataFrame
Columns: []
Index: []"
4143,"                         name    id
0          Rockaway the Movie  3767
1      Off Hollywood Pictures  3768
2               Panamax Films  3769
3  Crook Brothers Productions  3770"
4144,"                            name     id
0  Columbia Pictures Corporation    441
1            Mercury Productions  11447"
4145,"               name    id
0  Institution, The  3517"
4146,"                      name     id
0  Alex Entertainment Inc.  50893"
4147,"                        name     id
0              Deviant Films   3265
1  Morocco Junction Pictures  68079
2           1812 Productions  68080"
4148,"Empty DataFrame
Columns: []
Index: []"
4149,"Empty DataFrame
Columns: []
Index: []"
4150,"                          name     id
0  Sidney Kimmel Entertainment    737
1           Touchy Feely Films   5161
2            GreenStreet Films  12936"
4151,"                         name    id
0  Constantin Film Produktion  5755"
4152,"               name     id
0    Nu Image Films    925
1  Millennium Films  10254
2   The Group Films  13621"
4153,"                      name     id
0           United Artists     60
1  Melvin Frank Production  14897"
4154,"Empty DataFrame
Columns: []
Index: []"
4155,"                        name     id
0  Silver Sail Entertainment  42037
1       4Go West Productions  94551
2          Flatiron Pictures  94552"
4156,"            name    id
0  Splendid Film  8146"
4157,"                                        name     id
0                            Myriad Pictures    738
1                          AliBella Pictures  61372
2                            Bystander Films  61373
3  Management Production Entertainment (MPE)  61374
4                             Mangrove Media  61375"
4158,"                        name     id
0                  FLF Films  36684
1  Bottom Line Entertainment  36685
2          Parkside Pictures  56696"
4159,"           name    id
0  Hemdale Film  3952
1        Island  3953"
4160,"Empty DataFrame
Columns: []
Index: []"
4161,"          name     id
0  WWE Studios  10339"
4162,"                   name     id
0             Studio 37   2577
1  Versus Entertainment  11564
2    The Safran Company  11565
3      Dark Trick Films  11566"
4163,"                    name     id
0                  Film4   9349
1  Film Agency for Wales  12177
2         Red Hour Films  12178
3       Warp (Submarine)  12179
4             Warp Films  12180"
4164,"                      name     id
0   Roast Beef Productions   7266
1  Worldview Entertainment   9015
2            Noujaim Films  27197"
4165,"                                          name     id
0                  Région Provence Côte d'Azur   2318
1                         La Fabrique de Films   2673
2                                       Canal+   5358
3                                       Toloda   9011
4  Centre National de la Cinématographie (CNC)  18367
5                                 Soficinéma 2  21083"
4166,"                  name    id
0  UTV Motion Pictures  2320"
4167,"              name     id
0  UK Film Council   2452
1    Red Box Films  12840
2  Discovery Films  21673
3   BBC Storyville  50510
4     Wall to Wall  50511"
4168,"            name     id
0  Making Movies  71702"
4169,"Empty DataFrame
Columns: []
Index: []"
4170,"                   name     id
0  Strike Entertainment    655
1           StudioCanal    694
2       Arcade Pictures  11112"
4171,"                  name     id
0         Ecosse Films   1267
1      UK Film Council   2452
2                Film4   9349
3  Lipsync Productions   9987
4           Aver Media  91542
5    North West Vision  91543"
4172,"                       name    id
0  Charles K. Feldman Group  1317
1              Warner Bros.  6194"
4173,"                            name   id
0                     Hawk Films   88
1  Columbia Pictures Corporation  441"
4174,"                                   name   id
0  Instituto Mexicano de Cinematografía  299
1                         Alameda Films  300
2                      Cinecolor-México  301
3                   Cinecolor-Argentina  303
4             Artcam y Fonds Sud Cinéma  304"
4175,"                  name     id
0  Journeyman Pictures   2291
1    Court 13 Pictures   6714
2            Cinereach  12219"
4176,"                                     name     id
0  Twentieth Century Fox Film Corporation    306
1                     Apjac International  22542"
4177,"                  name     id
0  Rigas Entertainment  64673
1             ErgoArts  64674"
4178,"Empty DataFrame
Columns: []
Index: []"
4179,"              name     id
0         Nic Arts  11831
1  Simbu Cine Arts  82002"
4180,"                  name     id
0  Snoot Entertainment  15159"
4181,"Empty DataFrame
Columns: []
Index: []"
4182,"                   name     id
0  Prayer Flag Pictures  72591"
4183,"             name  id
0  United Artists  60"
4184,"                                     name   id
0  Twentieth Century Fox Film Corporation  306"
4185,"       name    id
0  Raw Feed  3295"
4186,"Empty DataFrame
Columns: []
Index: []"
4187,"                           name     id
0  Independence Day Productions  62511"
4188,"Empty DataFrame
Columns: []
Index: []"
4189,"                           name    id
0         X-Filme Creative Pool  1972
1  Westdeutscher Rundfunk (WDR)  7025"
4190,"                     name     id
0  A Loopy Production LLC  29693
1            2 Loop Films  29694"
4191,"                     name     id
0  Against the Wild Films  26343"
4192,"                    name     id
0  The Weinstein Company    308
1               Fidecine  16116
2          Creando Films  89636
3       Potomac Pictures  89637"
4193,"                                     name     id
0  Twentieth Century Fox Film Corporation    306
1                       APJAC Productions  12943"
4194,"                     name   id
0           Miramax Films   14
1  GreeneStreet/SKE Films  842"
4195,"                             name     id
0                Anchor Bay Films   5860
1                   Cinetel Films  10399
2  Family of the Year Productions  21624"
4196,"                   name     id
0         Miramax Films     14
1  Marked Entertainment  16833"
4197,"Empty DataFrame
Columns: []
Index: []"
4198,"                  name    id
0  UTV Motion Pictures  2320"
4199,"                 name     id
0  GreeneStreet Films   2152
1     UK Film Council   2452
2     Studio Fierberg  14731
3  Adventure Pictures  36765"
4200,"                name  id
0  Columbia Pictures   5"
4201,"                            name   id
0  Columbia Pictures Corporation  441"
4202,"                 name  id
0  RKO Radio Pictures   6"
4203,"                 name     id
0   Coram Deo Studios  30270
1  Birchwood Pictures  30271"
4204,"                     name     id
0          No Limit Films  16718
1  Shooting Star Pictures  40648"
4205,"Empty DataFrame
Columns: []
Index: []"
4206,"                                                 name     id
0                                           Bac Films    208
1                            Les Films des Tournelles   2280
2                               Les Films de Beyrouth   2281
3                                        Roissy Films   2282
4                                           Sunnyland   2283
5                                  Arte France Cinéma   6916
6         Centre National de la Cinématographie (CNC)  18367
7                                    Fonds Sud Cinéma  22625
8      Ministère de la Culture et de la Communication  25818
9   Ministère des Affaires étrangères et du Dévelo...  72598
10                                      Cinéfondation  77292
11                   Ministère Libanais de la Culture  78994"
4207,"                         name     id
0           Participant Media   6735
1    Imagenation Abu Dhabi FZ   6736
2                      Dynamo   7062
3       Apaches Entertainment   8111
4                   XYZ Films  12142
5  Cactus Flower Producciones  44210
6           Fast Producciones  44211"
4208,"                   name     id
0     Metro Productions    633
1     Israeli Film Fund   4520
2            Keshet Hot  93101
3          Uchovsky Fox  93102
4   Ronen Ben-Tal Films  93103
5  Feingold Productions  93104"
4209,"                    name     id
0     Paramount Pictures      4
1    The Coppola Company    536
2  The Directors Company  14120"
4210,"                          name    id
0  Entertainment One Pvt. Ltd.  3650"
4211,"                                name     id
0              Les Films du Carrosse     53
1  Les Productions Artistes Associés     64
2       Produzioni Associate Delphos  34403"
4212,"Empty DataFrame
Columns: []
Index: []"
4213,"                  name     id
0         Armory Films  35849
1  Pelican Point Media  73192
2              Contend  73193"
4214,"                     name     id
0  Night and Day Pictures  24133"
4215,"           name    id
0  Cannon Films  4110"
4216,"                name  id
0  Columbia Pictures   5"
4217,"            name  id
0  Miramax Films  14"
4218,"                          name     id
0            Destination Films    769
1         Samuel Goldwyn Films   9118
2  Sony Pictures International  63520"
4219,"                        name     id
0   Fox Searchlight Pictures     43
1        Eden Wurmfeld Films   4143
2                    Cineric  11078
3  Michael Alden Productions  84889
4           Brad Zions Films  84890"
4220,"                                  name     id
0                       Radar Pictures  14718
1  Headmon Entertainment & Productions  86465"
4221,"                              name    id
0  Selznick International Pictures  1553"
4222,"                     name     id
0           Miramax Films     14
1  Alliance Entertainment  10166
2           Ego Film Arts  12800"
4223,"Empty DataFrame
Columns: []
Index: []"
4224,"             name     id
0  Alliance Films   2514
1       IM Global   7437
2   Stage 6 Films  11341
3  Haunted Movies  21742"
4225,"        name     id
0  Edge City  11463"
4226,"                   name    id
0       Naya Films S.A.  4718
1  Patagonik Film Group  7100"
4227,"                   name    id
0  Les Films du Poisson  2426
1              Cinephil  2632
2                  RTBF  5867
3           Arte France  6111
4                   NDR  8047"
4228,"                                name     id
0                Elevation Filmworks   1840
1  Initial Entertainment Group (IEG)   7380
2                    IFC Productions  26468
3          Jack and Rose Productions  37334"
4229,"                      name    id
0     3 Arts Entertainment   787
1  The Mark Gordon Company  1557"
4230,"                 name   id
0  Live Entertainment  285"
4231,"                  name     id
0         Fuller Films   1539
1  Seven Arts Pictures  14159"
4232,"               name    id
0  Crossroads Films  3058"
4233,"Empty DataFrame
Columns: []
Index: []"
4234,"                name    id
0      October Films   236
1          USA Films   987
2  Scout Productions  2065"
4235,"Empty DataFrame
Columns: []
Index: []"
4236,"Empty DataFrame
Columns: []
Index: []"
4237,"                 name    id
0  ArieScope Pictures  3960"
4238,"                          name    id
0               United Artists    60
1  Charles Chaplin Productions  1315"
4239,"Empty DataFrame
Columns: []
Index: []"
4240,"                       name    id
0  Dark Horse Entertainment   552
1       Image Entertainment  3086"
4241,"Empty DataFrame
Columns: []
Index: []"
4242,"       name     id
0  Sontalia  32558"
4243,"                    name     id
0       Charlie Guidance  45004
1             Flux Films  54034
2  High Line Productions  54035
3      Tiny Dancer Films  54036"
4244,"                           name    id
0  Anarchist's Convention Films  2906"
4245,"                name     id
0  Ponty Up Pictures  12975
1       Shadow Shows  12976"
4246,"                     name     id
0           Plum Pictures   2224
1      Hanson Allen Films   4090
2  Hart-Lunsford Pictures  39483"
4247,"Empty DataFrame
Columns: []
Index: []"
4248,"                      name     id
0           Alliance Films   2514
1    Blumhouse Productions   3172
2                IM Global   7437
3  Automatik Entertainment   7625
4           Haunted Movies  21742"
4249,"                name     id
0  Semi-Professional  35852"
4250,"              name    id
0  Brave New Films  4971"
4251,"                               name     id
0  Cheap and Dirty Productions Inc.  10853"
4252,"Empty DataFrame
Columns: []
Index: []"
4253,"                         name     id
0           Mandragora Movies  20643
1             Agresywna Banda  36299
2  Denis Friedman Productions  66146"
4254,"               name     id
0  Nomadic Pictures  12467"
4255,"Empty DataFrame
Columns: []
Index: []"
4256,"                           name     id
0  Status Media & Entertainment  35396
1           Puppy Entertainment  63430"
4257,"               name     id
0       AST Studios  75277
1  Lowland Pictures  75278"
4258,"Empty DataFrame
Columns: []
Index: []"
4259,"                      name    id
0  Walt Disney Productions  3166"
4260,"                   name     id
0        R&C Produzioni  19385
1          Teodora Film  65361
2  La Pasionaria S.r.l.  67703"
4261,"                             name     id
0     Central Cinema Company Film   1787
1  Palomar Pictures International  12146
2  Kingston Film Productions Ltd.  12147"
4262,"Empty DataFrame
Columns: []
Index: []"
4263,"                name     id
0    ESX Productions  37081
1  ESX Entertainment  79279"
4264,"                   name    id
0  Brookstreet Pictures  3160"
4265,"           name    id
0  Alfama Films  3061"
4266,"                   name     id
0  Allure Entertainment  26679"
4267,"                                     name    id
0  Twentieth Century Fox Film Corporation   306
1                               DC Comics   429
2              William Dozier Productions  1188
3                   Greenlawn Productions  1189"
4268,"                            name     id
0            Handmade Films Ltd.    146
1           Summit Entertainment    491
2  PolyGram Filmed Entertainment   1382
3                      SKA Films  13419
4        The Steve Tisch Company  21920"
4269,"                            name     id
0  Moctesuma Esparza Productions  32189"
4270,"                        name     id
0                Nordic Film    156
1  Sveriges Television (SVT)   3221
2    Nimbus Film Productions  11672"
4271,"Empty DataFrame
Columns: []
Index: []"
4272,"Empty DataFrame
Columns: []
Index: []"
4273,"Empty DataFrame
Columns: []
Index: []"
4274,"                      name     id
0  Det Danske Filminstitut    118
1          Téléfilm Canada    806
2           Fridthjof Film   7048
3              Make A Move  64899"
4275,"          name     id
0  Kirghizfilm  40456
1  Aitysh Film  63928"
4276,"                                name     id
0                 New World Pictures   1950
1  Salter Street Films International  26139"
4277,"                   name    id
0           ContentFilm  1420
1  Comedy Central Films  7480"
4278,"             name    id
0  Yash Raj Films  1569"
4279,"                   name    id
0  Silver Nitrate Films  2262"
4280,"                           name     id
0  Capstone Entertainment Group  17055
1           Vindicated Pictures  17056"
4281,"                              name    id
0  Selznick International Pictures  1553"
4282,"                           name    id
0            Paramount Pictures     4
1  Georgetown Productions, Inc.  7512"
4283,"        name    id
0  Paramount  6033"
4284,"                   name     id
0    New World Pictures   1950
1  C.H.U.D. Productions  85889"
4285,"Empty DataFrame
Columns: []
Index: []"
4286,"                    name     id
0    Sunrise Productions  30216
1  Animated Family Films  30217
2      Character Matters  30218"
4287,"                                     name   id
0  Twentieth Century Fox Film Corporation  306"
4288,"                                     name   id
0  Twentieth Century Fox Film Corporation  306"
4289,"                          name    id
0  40 Acres & A Mule Filmworks  4319"
4290,"                 name    id
0       Miramax Films    14
1  Outlaw Productions   889
2              Virgin  1419"
4291,"                      name     id
0         Lions Gate Films     35
1         Twisted Pictures   2061
2  Evolution Entertainment  23019
3     Saw Productions Inc.  55405"
4292,"                       name    id
0  Fox Searchlight Pictures    43
1  Broken Lizard Industries  2773"
4293,"          name     id
0  Zelko Films  62451"
4294,"           name     id
0  Cine Canibal  16496"
4295,"                       name     id
0                 IFC Films    307
1             Mirabai Films   6235
2  The Criterion Collection  10932"
4296,"                       name     id
0         Cappa Productions    691
1  Hart-Sharp Entertainment  11351
2       Crush Entertainment  68304"
4297,"                              name     id
0               Paramount Pictures      4
1  Alfred J. Hitchcock Productions  10715"
4298,"                   name    id
0  Ignite Entertainment  4131"
4299,"              name    id
0   Samuel Goldwyn   261
1  Provident Films  3291"
4300,"                           name     id
0            Live Entertainment    285
1                     Lionsgate   1632
2  Dog Eat Dog Productions Inc.  26198"
4301,"                                     name   id
0  Twentieth Century Fox Film Corporation  306"
4302,"                                                name     id
0                                     United Artists     60
1                         Constantin Film Produktion   5755
2                 Produzioni Europee Associati (PEA)   7508
3  Arturo González Producciones Cinematográficas ...  42498"
4303,"                          name     id
0  Gullane Entretenimento S.A.  44615
1                África Filmes  47462"
4304,"           name     id
0  Ruckus Films  36108"
4305,"Empty DataFrame
Columns: []
Index: []"
4306,"                                  name     id
0  National Film Board of Canada (NFB)  17027"
4307,"Empty DataFrame
Columns: []
Index: []"
4308,"            name     id
0   Acajou Films  18519
1    Rebel Rebel  18520
2  Birka Holding  18521"
4309,"Empty DataFrame
Columns: []
Index: []"
4310,"Empty DataFrame
Columns: []
Index: []"
4311,"                name    id
0  FlipZide Pictures  3478"
4312,"           name    id
0  Warner Bros.  6194"
4313,"Empty DataFrame
Columns: []
Index: []"
4314,"Empty DataFrame
Columns: []
Index: []"
4315,"Empty DataFrame
Columns: []
Index: []"
4316,"Empty DataFrame
Columns: []
Index: []"
4317,"               name     id
0  After Dark Films   3608
1   High Five Films  25635"
4318,"Empty DataFrame
Columns: []
Index: []"
4319,"                  name    id
0  L.I.F.T. Production  1305
1      Eden Rock Media  2273"
4320,"                   name     id
0              EM Media   1917
1  Big Arty Productions   3519
2                 Film4   9349
3            Warp Films  12180"
4321,"                   name    id
0  Conquest Productions  6087"
4322,"Empty DataFrame
Columns: []
Index: []"
4323,"                                      name     id
0  Canadian Broadcasting Corporation (CBC)  12113
1                 Dracula Productions Inc.  94410
2                  Vonnie Von Helmolt Film  94411"
4324,"                      name     id
0  Global Creative Studios  77793"
4325,"                     name     id
0  Chromewood Productions  28001"
4326,"                 name     id
0    Celluloid Dreams    860
1  Pt. Merantau Films  12141
2           XYZ Films  12142"
4327,"Empty DataFrame
Columns: []
Index: []"
4328,"Empty DataFrame
Columns: []
Index: []"
4329,"           name    id
0  Warner Bros.  6194"
4330,"                name    id
0  Mungo Productions  5583"
4331,"             name    id
0  Yash Raj Films  1569"
4332,"                            name     id
0             Universal Pictures     33
1  Trumbull/Gruskoff Productions  23276"
4333,"             name  id
0  United Artists  60"
4334,"              name     id
0  Tandem Pictures  38956
1       4 1/2 Film  38957"
4335,"                        name    id
0  Woodfall Film Productions  1980"
4336,"                    name    id
0    Bazelevs Production  1038
1  Blumhouse Productions  3172"
4337,"                            name     id
0  Columbia Pictures Corporation    441
1        Italo/Judeo Productions  46059
2                  Bill/Phillips  46060"
4338,"                           name     id
0         AVCO Embassy Pictures    494
1  International Film Investors    502
2            Wescom Productions  10312"
4339,"              name    id
0   United Artists    60
1  Eon Productions  7576"
4340,"                                name     id
0                Alcon Entertainment   1088
1           FilmNation Entertainment   7493
2  Oren Peli / Brian Witten Pictures  14734"
4341,"                          name     id
0           New World Pictures   1950
1  Cinemarque Entertainment BV  15338
2                 Film Futures  15339
3                 Rivdel Films  15340"
4342,"                    name     id
0  Pure Flix Productions  79986"
4343,"                 name  id
0  Universal Pictures  33"
4344,"                        name   id
0  Toho Film (Eiga) Co. Ltd.  622"
4345,"                             name     id
0              Hunting Lane Films   2290
1                Silverwood Films   2293
2  Incentive Filmed Entertainment   7215
3            Chrysler Corporation  11335
4                  Shade Pictures  11336
5                    Motel Movies  11337
6              Cottage Industries  11338"
4346,"                    name   id
0              IFC Films  307
1  The Weinstein Company  308"
4347,"        name     id
0   Room 101   6302
1  Prototype  24048"
4348,"                                     name   id
0  Twentieth Century Fox Film Corporation  306"
4349,"                                     name   id
0  Twentieth Century Fox Film Corporation  306"
4350,"                          name    id
0  Lawrence Bender Productions  2253
1           Paramount Classics  2315
2            Participant Media  6735"
4351,"                    name     id
0  Republic Pictures (I)  14317"
4352,"                              name    id
0  Concert Promotion International  2264
1         Shangri-La Entertainment  2265"
4353,"                            name     id
0        Worldview Entertainment   9015
1        Dragonfly Entertainment  18142
2  Sobras International Pictures  55497
3              Top Hat Releasing  73624
4                        BH Tilt  73625"
4354,"                           name     id
0  British Film Institute (BFI)   7281
1                   Amaro Films  76846
2              Connectic Studio  76847
3         Motion Group Pictures  76848"
4355,"              name     id
0      Rhino Films   1591
1  Such Much Films  13195"
4356,"                name    id
0  Magnolia Pictures  1030"
4357,"Empty DataFrame
Columns: []
Index: []"
4358,"Empty DataFrame
Columns: []
Index: []"
4359,"                           name     id
0  Duplass Brothers Productions   1974
1                 Venture Forth  20313"
4360,"                         name     id
0  Cunningham & Maybach Films  10056
1     FilmHaven Entertainment  10057
2            BorderLine Films  10058
3    This Is That Productions  10059"
4361,"                       name     id
0          Sundial Pictures  10479
1               Votiv Films  34455
2  Rooks Nest Entertainment  34456
3                       A24  41077"
4362,"                       name     id
0         Cohen Media Group   9122
1  Harwood Hunt Productions  85817"
4363,"                  name     id
0  Tremolo Productions  58637"
4364,"                       name  id
0  Fox Searchlight Pictures  43"
4365,"                        name     id
0         Channel Four Films    181
1     Pandora Filmproduktion    254
2       Zenith Entertainment   3644
3               Good Machine  10565
4                Mikado Film  11912
5                   Electric  53407
6  TEAM Communications Group  53408"
4366,"                     name    id
0  Electric Entertainment  3241
1              Plinyminor  4925
2          Papercut Films  8746"
4367,"Empty DataFrame
Columns: []
Index: []"
4368,"                        name     id
0                        MGM   5899
1  Silver Sphere Corporation  59341"
4369,"Empty DataFrame
Columns: []
Index: []"
4370,"                        name    id
0  Main Street Movie Company  6337"
4371,"Empty DataFrame
Columns: []
Index: []"
4372,"                  name     id
0    Kuzui Enterprises   2516
1  Avenging Conscience   2517
2       Focus Features  10146"
4373,"                     name  id
0  Sony Pictures Classics  58"
4374,"Empty DataFrame
Columns: []
Index: []"
4375,"Empty DataFrame
Columns: []
Index: []"
4376,"           name     id
0  Tribeca Film  20670"
4377,"                                       name     id
0                                      ARTE   5766
1                                    Inosan  11631
2             Das Kleine Fernsehspiel (ZDF)  16053
3  Twenty Twenty Vision Filmproduktion GmbH  32545"
4378,"                 name    id
0  No Matter Pictures  3561"
4379,"              name     id
0   Verisimilitude  22632
1  Bersin Pictures  36186
2   WeWork Studios  36187"
4380,"            name    id
0  Miramax Films    14
1     LivePlanet  7161"
4381,"                 name     id
0        Spring Films   9158
1  Final Cut for Real  29062
2     Piraya Film A/S  29063
3       Novaya Zemlya  29064"
4382,"                 name    id
0  Jigsaw Productions  2740"
4383,"Empty DataFrame
Columns: []
Index: []"
4384,"Empty DataFrame
Columns: []
Index: []"
4385,"Empty DataFrame
Columns: []
Index: []"
4386,"        name     id
0  Antzworks  49386"
4387,"                            name     id
0  Global Emerging Markets (GEM)  19542
1                           HeLo  19543"
4388,"Empty DataFrame
Columns: []
Index: []"
4389,"Empty DataFrame
Columns: []
Index: []"
4390,"              name     id
0    Glass Eye Pix   1360
1  MPI Media Group  23457"
4391,"            name    id
0  Splendid Film  8146"
4392,"                   name     id
0         October Films    236
1  Andell Entertainment   1683
2     Blue Guitar Films  40263"
4393,"                        name     id
0   Golan-Globus Productions  13549
1    Powers That Be Pictures  85163
2  Magic Entertainment, Inc.  85164
3      Miracle Entertainment  85165"
4394,"                       name     id
0  Byronic Pose Productions  17181"
4395,"                            name    id
0  Brillstein-Grey Entertainment  1606
1         Mindfire Entertainment  8068"
4396,"              name     id
0  Duck Farm Films  59196"
4397,"                       name     id
0     The Weinstein Company    308
1  Pin Hole Productions LLC  13358"
4398,"                 name     id
0         Ghost Robot  51071
1  Greencard Pictures  64854
2          Mathematic  74293"
4399,"             name    id
0  Rival Pictures  2830"
4400,"Empty DataFrame
Columns: []
Index: []"
4401,"Empty DataFrame
Columns: []
Index: []"
4402,"Empty DataFrame
Columns: []
Index: []"
4403,"                         name   id
0  Next Wednesday Productions  921"
4404,"                                                 name     id
0                             Mantarraya Producciones    863
1                                     No Dream Cinema    864
2                                        Lemming Film   2345
3                                            Le Pacte   5125
4   Fondo para la Producción Cinematográfica de Ca...   9980
5                                            ZDF/Arte  11237
6                                             unafilm  14547
7   Centre National du Cinéma et de L'image Animée...  17298
8                                          Tres Tunas  22621
9   Consejo Nacional para la Cultura y las Artes (...  22622
10                                            Ticoman  22623
11                                     Iké Asistencia  22624
12                                   Fonds Sud Cinéma  22625
13   Ministère des Affaires Etrangères et Européennes  22626
14                       Film- und Medienstiftung NRW  22627
15                                Netherland Filmfund  22628
16      Sundance / NHK International Filmmakers Award  22629"
4405,"Empty DataFrame
Columns: []
Index: []"
4406,"                    name     id
0      Big Easy Pictures  15055
1  Divine Light Pictures  15056"
4407,"                 name     id
0  Honora Productions  39077
1        Brooks Media  49786"
4408,"Empty DataFrame
Columns: []
Index: []"
4409,"                 name     id
0  SuperMassive Films  85759"
4410,"        name     id
0  Tricastle  68081"
4411,"Empty DataFrame
Columns: []
Index: []"
4412,"              name     id
0  The Poker House  73334"
4413,"Empty DataFrame
Columns: []
Index: []"
4414,"            name    id
0  Splendid Film  8146"
4415,"Empty DataFrame
Columns: []
Index: []"
4416,"                                         name     id
0                                Baleuko S.L.  10026
1  Departamento de Cultura del Gobierno Vasco  32718
2                            Bitart New Media  32719"
4417,"Empty DataFrame
Columns: []
Index: []"
